State,County,Region,Race Group,Life Expectancy
North Carolina,Davie,South,White,76.8
North Carolina,Duplin,South,White,73.7
North Carolina,Durham,South,White,81.3
North Carolina,Edgecombe,South,White,71.1
North Carolina,Forsyth,South,White,77.0
North Carolina,Franklin,South,White,76.8
North Carolina,Gaston,South,White,72.8
North Carolina,Gates,South,White,75.4
North Carolina,Granville,South,White,75.3
North Carolina,Greene,South,White,75.4
North Carolina,Guilford,South,White,77.1
North Carolina,Halifax,South,White,73.1
North Carolina,Harnett,South,White,74.8
North Carolina,Haywood,South,White,74.3
North Carolina,Henderson,South,White,77.3
North Carolina,Hertford,South,White,72.0
North Carolina,Hoke,South,White,73.0
North Carolina,Iredell,South,White,76.8
North Carolina,Jackson,South,White,77.4
North Carolina,Johnston,South,White,76.5
North Carolina,Jones,South,White,72.8
North Carolina,Lee,South,White,74.3
North Carolina,Lenoir,South,White,71.9
North Carolina,Lincoln,South,White,75.7
North Carolina,McDowell,South,White,74.1
North Carolina,Macon,South,White,74.8
North Carolina,Martin,South,White,72.8
North Carolina,Mecklenburg,South,White,80.6
North Carolina,Montgomery,South,White,73.9
North Carolina,Moore,South,White,77.6
North Carolina,Nash,South,White,74.7
North Carolina,New Hanover,South,White,78.5
North Carolina,Northampton,South,White,74.5
North Carolina,Onslow,South,White,73.5
North Carolina,Orange,South,White,82.7
North Carolina,Pamlico,South,White,73.7
North Carolina,Pasquotank,South,White,74.7
North Carolina,Pender,South,White,76.0
North Carolina,Perquimans,South,White,74.9
North Carolina,Person,South,White,76.0
North Carolina,Pitt,South,White,76.8
North Carolina,Randolph,South,White,72.7
North Carolina,Richmond,South,White,68.7
North Carolina,Robeson,South,White,68.5
North Carolina,Rockingham,South,White,71.9
North Carolina,Rowan,South,White,72.3
North Carolina,Rutherford,South,White,72.0
North Carolina,Sampson,South,White,72.6
North Carolina,Scotland,South,White,70.8
North Carolina,Stanly,South,White,74.4
North Carolina,Stokes,South,White,73.3
North Carolina,Surry,South,White,73.2
North Carolina,Swain,South,White,68.2
North Carolina,Union,South,White,78.7
North Carolina,Vance,South,White,71.6
North Carolina,Wake,South,White,81.7
North Carolina,Warren,South,White,75.1
North Carolina,Washington,South,White,72.4
North Carolina,Watauga,South,White,79.2
North Carolina,Wayne,South,White,73.9
North Carolina,Wilkes,South,White,73.5
North Carolina,Wilson,South,White,74.1
North Carolina,Yadkin,South,White,73.4
North Dakota,Benson,Midwest,White,75.5
North Dakota,Burleigh,Midwest,White,80.5
North Dakota,Cass,Midwest,White,79.6
North Dakota,Grand Forks,Midwest,White,79.3
North Dakota,Mountrail,Midwest,White,76.2
North Dakota,Rolette,Midwest,White,76.4
North Dakota,Stark,Midwest,White,78.4
North Dakota,Ward,Midwest,White,78.1
Ohio,Allen,Midwest,White,75.0
Ohio,Ashtabula,Midwest,White,73.6
Ohio,Athens,Midwest,White,74.2
Ohio,Belmont,Midwest,White,74.0
Ohio,Butler,Midwest,White,75.0
Ohio,Clark,Midwest,White,72.7
Ohio,Clermont,Midwest,White,76.0
Ohio,Columbiana,Midwest,White,73.8
Ohio,Cuyahoga,Midwest,White,77.3
Ohio,Defiance,Midwest,White,76.7
Ohio,Delaware,Midwest,White,80.9
Ohio,Erie,Midwest,White,76.0
Ohio,Fairfield,Midwest,White,76.0
Ohio,Franklin,Midwest,White,76.3
Ohio,Fulton,Midwest,White,76.6
Ohio,Greene,Midwest,White,77.0
Ohio,Hamilton,Midwest,White,76.9
Ohio,Hancock,Midwest,White,76.0
Ohio,Henry,Midwest,White,75.7
Ohio,Huron,Midwest,White,73.9
Ohio,Jefferson,Midwest,White,72.4
Ohio,Lake,Midwest,White,77.2
Ohio,Licking,Midwest,White,75.6
Ohio,Lorain,Midwest,White,76.4
Ohio,Lucas,Midwest,White,74.7
Ohio,Madison,Midwest,White,76.0
Ohio,Mahoning,Midwest,White,74.7
Ohio,Marion,Midwest,White,73.4
Ohio,Medina,Midwest,White,78.9
Ohio,Miami,Midwest,White,75.8
Ohio,Montgomery,Midwest,White,74.2
Ohio,Muskingum,Midwest,White,74.5
Ohio,Ottawa,Midwest,White,76.6
Ohio,Pickaway,Midwest,White,74.3
Ohio,Portage,Midwest,White,76.3
Ohio,Putnam,Midwest,White,78.3
Ohio,Richland,Midwest,White,74.0
Ohio,Ross,Midwest,White,71.7
Ohio,Sandusky,Midwest,White,75.1
Ohio,Scioto,Midwest,White,68.9
Ohio,Seneca,Midwest,White,74.7
Ohio,Stark,Midwest,White,75.6
Ohio,Summit,Midwest,White,76.2
Ohio,Trumbull,Midwest,White,73.9
Ohio,Union,Midwest,White,78.3
Ohio,Warren,Midwest,White,77.7
Ohio,Wayne,Midwest,White,75.8
Ohio,Williams,Midwest,White,76.1
Ohio,Wood,Midwest,White,77.4
Oklahoma,Adair,South,White,70.5
Oklahoma,Atoka,South,White,72.5
Oklahoma,Beckham,South,White,71.7
Oklahoma,Bryan,South,White,72.3
Oklahoma,Caddo,South,White,71.7
Oklahoma,Canadian,South,White,77.7
Oklahoma,Carter,South,White,71.9
Oklahoma,Cherokee,South,White,75.3
Oklahoma,Choctaw,South,White,68.9
Oklahoma,Cleveland,South,White,77.2
Oklahoma,Comanche,South,White,73.9
Oklahoma,Craig,South,White,71.7
Oklahoma,Creek,South,White,73.1
Oklahoma,Custer,South,White,73.5
Oklahoma,Delaware,South,White,73.6
Oklahoma,Garfield,South,White,72.3
Oklahoma,Garvin,South,White,70.0
Oklahoma,Grady,South,White,74.1
Oklahoma,Haskell,South,White,69.3
Oklahoma,Hughes,South,White,69.8
Oklahoma,Jackson,South,White,72.7
Oklahoma,Kay,South,White,72.0
Oklahoma,Kingfisher,South,White,76.7
Oklahoma,Latimer,South,White,71.4
Oklahoma,Le Flore,South,White,70.7
Oklahoma,Lincoln,South,White,74.5
Oklahoma,Logan,South,White,77.6
Oklahoma,Love,South,White,70.3
Oklahoma,McClain,South,White,75.4
Oklahoma,McCurtain,South,White,69.2
Oklahoma,McIntosh,South,White,70.7
Oklahoma,Marshall,South,White,71.5
Oklahoma,Mayes,South,White,73.6
Oklahoma,Murray,South,White,72.5
Oklahoma,Muskogee,South,White,71.1
Oklahoma,Nowata,South,White,71.6
Oklahoma,Okfuskee,South,White,69.7
Oklahoma,Oklahoma,South,White,74.4
Oklahoma,Okmulgee,South,White,70.9
Oklahoma,Osage,South,White,75.7
Oklahoma,Ottawa,South,White,69.0
Oklahoma,Pawnee,South,White,71.3
Oklahoma,Payne,South,White,75.5
Oklahoma,Pittsburg,South,White,71.7
Oklahoma,Pontotoc,South,White,72.7
Oklahoma,Pottawatomie,South,White,72.5
Oklahoma,Pushmataha,South,White,67.9
Oklahoma,Rogers,South,White,76.7
Oklahoma,Seminole,South,White,70.6
Oklahoma,Sequoyah,South,White,70.3
Oklahoma,Stephens,South,White,73.4
Oklahoma,Texas,South,White,74.3
Oklahoma,Tillman,South,White,71.6
Oklahoma,Tulsa,South,White,75.4
Oklahoma,Wagoner,South,White,76.5
Oklahoma,Washington,South,White,74.5
Oregon,Benton,West,White,82.0
Oregon,Clackamas,West,White,79.6
Oregon,Clatsop,West,White,76.6
Oregon,Columbia,West,White,77.2
Oregon,Coos,West,White,74.2
Oregon,Crook,West,White,77.5
Oregon,Curry,West,White,72.8
Oregon,Deschutes,West,White,80.8
Oregon,Douglas,West,White,74.0
Oregon,Hood River,West,White,79.8
Oregon,Jackson,West,White,76.7
Oregon,Jefferson,West,White,75.4
Oregon,Josephine,West,White,74.2
Oregon,Klamath,West,White,73.3
Oregon,Lane,West,White,76.6
Oregon,Lincoln,West,White,75.9
Oregon,Linn,West,White,75.4
Oregon,Malheur,West,White,74.8
Oregon,Marion,West,White,77.1
Oregon,Morrow,West,White,74.2
Oregon,Multnomah,West,White,78.0
Oregon,Polk,West,White,78.7
Oregon,Tillamook,West,White,74.1
Oregon,Umatilla,West,White,75.4
Oregon,Wasco,West,White,74.6
Oregon,Washington,West,White,80.7
Oregon,Yamhill,West,White,77.5
Pennsylvania,Adams,Northeast,White,78.8
Pennsylvania,Allegheny,Northeast,White,78.1
Pennsylvania,Beaver,Northeast,White,76.3
Pennsylvania,Berks,Northeast,White,78.2
Pennsylvania,Blair,Northeast,White,74.9
Pennsylvania,Bucks,Northeast,White,78.9
Pennsylvania,Butler,Northeast,White,77.7
Pennsylvania,Cambria,Northeast,White,75.1
Pennsylvania,Carbon,Northeast,White,74.1
Pennsylvania,Centre,Northeast,White,81.1
Pennsylvania,Chester,Northeast,White,81.1
Pennsylvania,Clearfield,Northeast,White,75.5
Pennsylvania,Columbia,Northeast,White,76.4
Pennsylvania,Cumberland,Northeast,White,79.2
Pennsylvania,Dauphin,Northeast,White,78.0
Pennsylvania,Delaware,Northeast,White,78.6
Pennsylvania,Erie,Northeast,White,76.5
Pennsylvania,Fayette,Northeast,White,72.5
Pennsylvania,Franklin,Northeast,White,77.2
Pennsylvania,Huntingdon,Northeast,White,76.8
Pennsylvania,Indiana,Northeast,White,75.0
Pennsylvania,Lackawanna,Northeast,White,75.8
Pennsylvania,Lancaster,Northeast,White,79.0
Pennsylvania,Lawrence,Northeast,White,74.4
Pennsylvania,Lebanon,Northeast,White,77.7
Pennsylvania,Lehigh,Northeast,White,78.1
Pennsylvania,Luzerne,Northeast,White,74.3
Pennsylvania,Lycoming,Northeast,White,76.5
Pennsylvania,Mercer,Northeast,White,75.1
Pennsylvania,Monroe,Northeast,White,75.9
Pennsylvania,Montgomery,Northeast,White,80.3
Pennsylvania,Northampton,Northeast,White,78.9
Pennsylvania,Northumberland,Northeast,White,75.5
Pennsylvania,Philadelphia,Northeast,White,76.2
Pennsylvania,Pike,Northeast,White,78.3
Pennsylvania,Schuylkill,Northeast,White,74.4
Pennsylvania,Somerset,Northeast,White,75.5
Pennsylvania,Union,Northeast,White,79.8
Pennsylvania,Washington,Northeast,White,76.3
Pennsylvania,Wayne,Northeast,White,76.1
Pennsylvania,Westmoreland,Northeast,White,76.7
Pennsylvania,York,Northeast,White,78.0
Rhode Island,Bristol,Northeast,White,80.5
Rhode Island,Kent,Northeast,White,77.8
Rhode Island,Newport,Northeast,White,81.9
Rhode Island,Providence,Northeast,White,77.6
Rhode Island,Washington,Northeast,White,80.2
South Carolina,Abbeville,South,White,73.7
South Carolina,Aiken,South,White,73.8
South Carolina,Allendale,South,White,75.3
South Carolina,Anderson,South,White,73.5
South Carolina,Bamberg,South,White,72.8
South Carolina,Barnwell,South,White,70.4
South Carolina,Beaufort,South,White,81.6
South Carolina,Berkeley,South,White,77.0
South Carolina,Calhoun,South,White,74.2
South Carolina,Charleston,South,White,79.9
South Carolina,Cherokee,South,White,70.4
South Carolina,Chester,South,White,68.7
South Carolina,Chesterfield,South,White,70.8
South Carolina,Clarendon,South,White,73.6
South Carolina,Colleton,South,White,69.7
South Carolina,Darlington,South,White,70.7
South Carolina,Dillon,South,White,66.9
South Carolina,Dorchester,South,White,76.7
South Carolina,Edgefield,South,White,75.8
South Carolina,Fairfield,South,White,68.6
South Carolina,Florence,South,White,71.8
South Carolina,Georgetown,South,White,73.9
South Carolina,Greenville,South,White,76.2
South Carolina,Greenwood,South,White,73.6
South Carolina,Hampton,South,White,71.6
South Carolina,Horry,South,White,74.6
South Carolina,Jasper,South,White,75.2
South Carolina,Kershaw,South,White,73.6
South Carolina,Lancaster,South,White,76.4
South Carolina,Laurens,South,White,71.5
South Carolina,Lee,South,White,70.8
South Carolina,Lexington,South,White,76.2
South Carolina,McCormick,South,White,76.0
South Carolina,Marion,South,White,68.6
South Carolina,Marlboro,South,White,67.4
South Carolina,Newberry,South,White,74.7
South Carolina,Oconee,South,White,74.7
South Carolina,Orangeburg,South,White,71.7
South Carolina,Pickens,South,White,74.4
South Carolina,Richland,South,White,77.7
South Carolina,Saluda,South,White,74.7
South Carolina,Spartanburg,South,White,73.8
South Carolina,Sumter,South,White,72.6
South Carolina,Union,South,White,69.7
South Carolina,Williamsburg,South,White,71.9
South Carolina,York,South,White,76.5
South Dakota,Beadle,Midwest,White,78.5
South Dakota,Charles Mix,Midwest,White,80.0
South Dakota,Hughes,Midwest,White,77.6
South Dakota,Minnehaha,Midwest,White,77.7
South Dakota,Pennington,Midwest,White,78.5
South Dakota,Roberts,Midwest,White,82.0
Tennessee,Anderson,South,White,72.4
Tennessee,Bedford,South,White,72.4
Tennessee,Blount,South,White,74.3
Tennessee,Bradley,South,White,73.4
Tennessee,Carroll,South,White,70.8
Tennessee,Cheatham,South,White,71.9
Tennessee,Coffee,South,White,71.5
Tennessee,Crockett,South,White,71.4
Tennessee,Cumberland,South,White,73.1
Tennessee,Davidson,South,White,76.5
Tennessee,DeKalb,South,White,70.6
Tennessee,Dickson,South,White,73.0
Tennessee,Dyer,South,White,70.7
Tennessee,Fayette,South,White,76.3
Tennessee,Franklin,South,White,73.3
Tennessee,Gibson,South,White,70.9
Tennessee,Giles,South,White,71.7
Tennessee,Hamblen,South,White,70.4
Tennessee,Hamilton,South,White,76.3
Tennessee,Hardeman,South,White,70.6
Tennessee,Haywood,South,White,71.7
Tennessee,Henderson,South,White,71.5
Tennessee,Henry,South,White,72.5
Tennessee,Knox,South,White,74.3
Tennessee,Lake,South,White,68.4
Tennessee,Lauderdale,South,White,71.2
Tennessee,Lincoln,South,White,71.8
Tennessee,Loudon,South,White,74.8
Tennessee,McMinn,South,White,71.0
Tennessee,Madison,South,White,75.2
Tennessee,Marshall,South,White,73.7
Tennessee,Maury,South,White,75.3
Tennessee,Monroe,South,White,70.2
Tennessee,Montgomery,South,White,74.2
Tennessee,Obion,South,White,71.9
Tennessee,Putnam,South,White,73.1
Tennessee,Robertson,South,White,72.9
Tennessee,Rutherford,South,White,76.2
Tennessee,Sevier,South,White,73.2
Tennessee,Shelby,South,White,75.9
Tennessee,Sullivan,South,White,72.6
Tennessee,Sumner,South,White,75.4
Tennessee,Tipton,South,White,72.4
Tennessee,Warren,South,White,72.1
Tennessee,Washington,South,White,73.6
Tennessee,Weakley,South,White,73.1
Tennessee,Williamson,South,White,81.4
Tennessee,Wilson,South,White,76.0
Texas,Anderson,South,White,71.9
Texas,Andrews,South,White,73.7
Texas,Angelina,South,White,72.4
Texas,Aransas,South,White,72.2
Texas,Atascosa,South,White,73.7
Texas,Austin,South,White,77.4
Texas,Bailey,South,White,72.2
Texas,Bandera,South,White,75.6
Texas,Bastrop,South,White,76.2
Texas,Bee,South,White,73.8
Texas,Bell,South,White,75.2
Texas,Bexar,South,White,75.8
Texas,Blanco,South,White,76.9
Texas,Bosque,South,White,72.4
Texas,Bowie,South,White,72.6
Texas,Brazoria,South,White,75.2
Texas,Brazos,South,White,79.2
Texas,Brewster,South,White,75.4
Texas,Brown,South,White,71.0
Texas,Burleson,South,White,74.6
Texas,Burnet,South,White,76.1
Texas,Caldwell,South,White,75.0
Texas,Calhoun,South,White,75.0
Texas,Cameron,South,White,74.2
Texas,Camp,South,White,69.5
Texas,Cass,South,White,71.2
Texas,Castro,South,White,78.5
Texas,Chambers,South,White,75.4
Texas,Cherokee,South,White,72.9
Texas,Childress,South,White,73.8
Texas,Collin,South,White,80.3
Texas,Colorado,South,White,74.3
Texas,Comal,South,White,77.6
Texas,Comanche,South,White,74.5
Texas,Cooke,South,White,76.0
Texas,Coryell,South,White,74.0
Texas,Crosby,South,White,70.9
Texas,Dallam,South,White,70.7
Texas,Dallas,South,White,76.9
Texas,Dawson,South,White,72.1
Texas,Deaf Smith,South,White,76.1
Texas,Denton,South,White,79.8
Texas,DeWitt,South,White,75.0
Texas,Eastland,South,White,71.0
Texas,Ector,South,White,68.6
Texas,Ellis,South,White,76.4
Texas,El Paso,South,White,74.5
Texas,Erath,South,White,75.9
Texas,Falls,South,White,73.5
Texas,Fannin,South,White,72.6
Texas,Fayette,South,White,76.5
Texas,Floyd,South,White,73.4
Texas,Fort Bend,South,White,80.0
Texas,Franklin,South,White,74.0
Texas,Freestone,South,White,74.9
Texas,Frio,South,White,74.1
Texas,Gaines,South,White,73.1
Texas,Galveston,South,White,75.7
Texas,Garza,South,White,74.1
Texas,Gillespie,South,White,77.9
Texas,Goliad,South,White,80.2
Texas,Gonzales,South,White,73.7
Texas,Gray,South,White,70.8
Texas,Grayson,South,White,73.7
Texas,Gregg,South,White,72.5
Texas,Grimes,South,White,75.1
Texas,Guadalupe,South,White,77.4
Texas,Hale,South,White,73.3
Texas,Hansford,South,White,75.5
Texas,Hardin,South,White,73.2
Texas,Harris,South,White,77.0
Texas,Harrison,South,White,74.1
Texas,Hays,South,White,79.4
Texas,Henderson,South,White,70.8
Texas,Hidalgo,South,White,78.7
Texas,Hill,South,White,71.8
Texas,Hockley,South,White,70.5
Texas,Hood,South,White,75.1
Texas,Hopkins,South,White,73.8
Texas,Houston,South,White,73.3
Texas,Howard,South,White,70.4
Texas,Hunt,South,White,73.3
Texas,Hutchinson,South,White,69.3
Texas,Jackson,South,White,78.0
Texas,Jasper,South,White,71.2
Texas,Jefferson,South,White,73.4
Texas,Jim Wells,South,White,69.6
Texas,Johnson,South,White,74.5
Texas,Jones,South,White,73.1
Texas,Karnes,South,White,74.2
Texas,Kaufman,South,White,74.1
Texas,Kendall,South,White,78.6
Texas,Kerr,South,White,75.0
Texas,Kleberg,South,White,74.3
Texas,Lamar,South,White,72.4
Texas,Lamb,South,White,73.2
Texas,Lampasas,South,White,74.0
Texas,Lavaca,South,White,77.3
Texas,Lee,South,White,77.3
Texas,Leon,South,White,72.0
Texas,Liberty,South,White,71.9
Texas,Limestone,South,White,71.8
Texas,Live Oak,South,White,75.3
Texas,Llano,South,White,75.9
Texas,Lubbock,South,White,74.3
Texas,Lynn,South,White,74.1
Texas,McCulloch,South,White,71.5
Texas,McLennan,South,White,76.0
Texas,Madison,South,White,71.9
Texas,Marion,South,White,70.8
Texas,Martin,South,White,71.8
Texas,Matagorda,South,White,73.3
Texas,Medina,South,White,75.8
Texas,Midland,South,White,75.0
Texas,Milam,South,White,75.8
Texas,Mitchell,South,White,70.7
Texas,Montague,South,White,71.0
Texas,Montgomery,South,White,77.3
Texas,Moore,South,White,73.9
Texas,Morris,South,White,70.0
Texas,Nacogdoches,South,White,73.3
Texas,Navarro,South,White,73.7
Texas,Newton,South,White,71.9
Texas,Nolan,South,White,72.1
Texas,Nueces,South,White,71.5
Texas,Ochiltree,South,White,71.7
Texas,Orange,South,White,71.6
Texas,Palo Pinto,South,White,72.3
Texas,Panola,South,White,71.6
Texas,Parker,South,White,76.4
Texas,Parmer,South,White,74.3
Texas,Pecos,South,White,68.7
Texas,Polk,South,White,69.3
Texas,Potter,South,White,70.0
Texas,Randall,South,White,75.8
Texas,Red River,South,White,67.5
Texas,Reeves,South,White,75.6
Texas,Refugio,South,White,72.5
Texas,Robertson,South,White,74.3
Texas,Rockwall,South,White,78.7
Texas,Runnels,South,White,72.2
Texas,Rusk,South,White,73.3
Texas,San Augustine,South,White,70.7
Texas,San Jacinto,South,White,72.3
Texas,San Patricio,South,White,72.3
Texas,San Saba,South,White,72.8
Texas,Scurry,South,White,73.3
Texas,Shelby,South,White,70.7
Texas,Smith,South,White,75.1
Texas,Somervell,South,White,75.6
Texas,Starr,South,White,125.1
Texas,Stephens,South,White,72.3
Texas,Swisher,South,White,70.6
Texas,Tarrant,South,White,76.6
Texas,Taylor,South,White,73.4
Texas,Terry,South,White,72.5
Texas,Titus,South,White,72.6
Texas,Tom Green,South,White,74.4
Texas,Travis,South,White,80.4
Texas,Tyler,South,White,71.4
Texas,Upshur,South,White,72.8
Texas,Uvalde,South,White,71.7
Texas,Val Verde,South,White,76.7
Texas,Van Zandt,South,White,73.1
Texas,Victoria,South,White,75.7
Texas,Walker,South,White,76.4
Texas,Waller,South,White,75.8
Texas,Ward,South,White,69.8
Texas,Washington,South,White,77.8
Texas,Webb,South,White,82.6
Texas,Wharton,South,White,74.4
Texas,Wichita,South,White,72.5
Texas,Wilbarger,South,White,70.4
Texas,Willacy,South,White,77.6
Texas,Williamson,South,White,79.9
Texas,Wilson,South,White,76.5
Texas,Winkler,South,White,66.5
Texas,Wise,South,White,74.4
Texas,Wood,South,White,72.9
Texas,Yoakum,South,White,72.7
Texas,Young,South,White,70.5
Utah,Box Elder,West,White,77.7
Utah,Cache,West,White,80.2
Utah,Carbon,West,White,72.7
Utah,Davis,West,White,79.2
Utah,Iron,West,White,78.1
Utah,Millard,West,White,75.9
Utah,Salt Lake,West,White,78.5
Utah,San Juan,West,White,80.8
Utah,Summit,West,White,83.9
Utah,Tooele,West,White,77.2
Utah,Uintah,West,White,75.5
Utah,Utah,West,White,79.3
Utah,Wasatch,West,White,81.2
Utah,Washington,West,White,80.2
Utah,Weber,West,White,77.1
Vermont,Chittenden,Northeast,White,80.8
Virginia,Accomack,South,White,75.0
Virginia,Albemarle,South,White,81.8
Virginia,Amelia,South,White,73.8
Virginia,Amherst,South,White,75.5
Virginia,Appomattox,South,White,77.2
Virginia,Arlington,South,White,84.4
Virginia,Augusta,South,White,77.7
Virginia,Bedford,South,White,76.7
Virginia,Brunswick,South,White,75.7
Virginia,Buckingham,South,White,74.7
Virginia,Campbell,South,White,76.7
Virginia,Caroline,South,White,74.0
Virginia,Charles City,South,White,77.5
Virginia,Charlotte,South,White,73.6
Virginia,Chesterfield,South,White,78.3
Virginia,Culpeper,South,White,77.1
Virginia,Cumberland,South,White,76.1
Virginia,Dinwiddie,South,White,74.6
Virginia,Essex,South,White,74.5
Virginia,Fairfax,South,White,84.0
Virginia,Fauquier,South,White,79.1
Virginia,Fluvanna,South,White,79.9
Virginia,Franklin,South,White,75.6
Virginia,Frederick,South,White,78.0
Virginia,Gloucester,South,White,76.2
Virginia,Goochland,South,White,81.2
Virginia,Greensville,South,White,73.4
Virginia,Halifax,South,White,72.8
Virginia,Hanover,South,White,78.1
Virginia,Henrico,South,White,77.8
Virginia,Henry,South,White,70.1
Virginia,Isle of Wight,South,White,78.3
Virginia,James City,South,White,81.6
Virginia,King George,South,White,77.9
Virginia,King William,South,White,75.7
Virginia,Lancaster,South,White,76.9
Virginia,Loudoun,South,White,83.2
Virginia,Louisa,South,White,76.0
Virginia,Lunenburg,South,White,73.8
Virginia,Mecklenburg,South,White,74.7
Virginia,Montgomery,South,White,78.6
Virginia,New Kent,South,White,76.9
Virginia,Northampton,South,White,74.8
Virginia,Northumberland,South,White,76.3
Virginia,Nottoway,South,White,72.8
Virginia,Orange,South,White,75.4
Virginia,Pittsylvania,South,White,74.9
Virginia,Powhatan,South,White,78.3
Virginia,Prince Edward,South,White,75.3
Virginia,Prince George,South,White,78.0
Virginia,Prince William,South,White,80.3
Virginia,Pulaski,South,White,73.4
Virginia,Richmond,South,White,76.2
Virginia,Roanoke,South,White,77.7
Virginia,Rockingham,South,White,77.9
Virginia,Shenandoah,South,White,76.2
Virginia,Southampton,South,White,75.5
Virginia,Spotsylvania,South,White,77.4
Virginia,Stafford,South,White,79.1
Virginia,Surry,South,White,76.2
Virginia,Sussex,South,White,72.5
Virginia,Warren,South,White,74.3
Virginia,Westmoreland,South,White,75.2
Virginia,Wise,South,White,70.4
Virginia,York,South,White,80.6
Virginia,Alexandria City,South,White,83.5
Virginia,Charlottesville City,South,White,80.2
Virginia,Chesapeake City,South,White,77.2
Virginia,Colonial Heights City,South,White,71.7
Virginia,Danville City,South,White,68.5
Virginia,Fairfax City,South,White,76.5
Virginia,Franklin City,South,White,70.4
Virginia,Fredericksburg City,South,White,74.9
Virginia,Hampton City,South,White,74.7
Virginia,Harrisonburg City,South,White,78.0
Virginia,Hopewell City,South,White,66.0
Virginia,Lynchburg City,South,White,75.1
Virginia,Manassas City,South,White,76.4
Virginia,Manassas Park City,South,White,85.1
Virginia,Martinsville City,South,White,64.9
Virginia,Newport News City,South,White,75.9
Virginia,Norfolk City,South,White,76.2
Virginia,Petersburg City,South,White,60.2
Virginia,Portsmouth City,South,White,72.9
Virginia,Richmond City,South,White,81.9
Virginia,Roanoke City,South,White,70.3
Virginia,Salem City,South,White,73.4
Virginia,Staunton City,South,White,74.9
Virginia,Suffolk City,South,White,76.7
Virginia,Virginia Beach City,South,White,78.7
Virginia,Waynesboro City,South,White,72.9
Virginia,Williamsburg City,South,White,81.8
Virginia,Winchester City,South,White,73.8
Washington,Adams,West,White,76.4
Washington,Benton,West,White,77.5
Washington,Chelan,West,White,78.7
Washington,Clallam,West,White,77.2
Washington,Clark,West,White,78.3
Washington,Cowlitz,West,White,74.8
Washington,Douglas,West,White,80.4
Washington,Franklin,West,White,78.1
Washington,Grant,West,White,76.1
Washington,Grays Harbor,West,White,75.0
Washington,Island,West,White,80.4
Washington,King,West,White,80.9
Washington,Kitsap,West,White,79.4
Washington,Kittitas,West,White,80.0
Washington,Klickitat,West,White,79.9
Washington,Lewis,West,White,75.2
Washington,Mason,West,White,76.7
Washington,Okanogan,West,White,77.2
Washington,Pacific,West,White,75.7
Washington,Pierce,West,White,77.6
Washington,Skagit,West,White,78.3
Washington,Snohomish,West,White,78.6
Washington,Spokane,West,White,77.1
Washington,Stevens,West,White,77.1
Washington,Thurston,West,White,78.2
Washington,Walla Walla,West,White,77.5
Washington,Whatcom,West,White,79.9
Washington,Whitman,West,White,77.6
Washington,Yakima,West,White,75.0
West Virginia,Berkeley,South,White,73.0
West Virginia,Cabell,South,White,69.4
West Virginia,Jefferson,South,White,75.5
West Virginia,Kanawha,South,White,71.1
West Virginia,Marion,South,White,73.5
West Virginia,Mercer,South,White,68.6
West Virginia,Monongalia,South,White,77.3
West Virginia,Raleigh,South,White,69.4
Wisconsin,Ashland,Midwest,White,75.5
Wisconsin,Brown,Midwest,White,79.3
Wisconsin,Calumet,Midwest,White,81.5
Wisconsin,Clark,Midwest,White,76.8
Wisconsin,Dane,Midwest,White,81.3
Wisconsin,Dodge,Midwest,White,76.5
Wisconsin,Eau Claire,Midwest,White,78.9
Wisconsin,Fond du Lac,Midwest,White,77.7
Wisconsin,Jefferson,Midwest,White,78.0
Wisconsin,Kenosha,Midwest,White,77.0
Wisconsin,La Crosse,Midwest,White,78.9
Wisconsin,Manitowoc,Midwest,White,78.0
Wisconsin,Marathon,Midwest,White,78.7
Wisconsin,Milwaukee,Midwest,White,76.9
Wisconsin,Outagamie,Midwest,White,79.2
Wisconsin,Ozaukee,Midwest,White,81.0
Wisconsin,Portage,Midwest,White,79.3
Wisconsin,Racine,Midwest,White,76.8
Wisconsin,Rock,Midwest,White,76.5
Wisconsin,St. Croix,Midwest,White,79.7
Wisconsin,Sauk,Midwest,White,77.7
Wisconsin,Sawyer,Midwest,White,77.8
Wisconsin,Shawano,Midwest,White,78.1
Wisconsin,Sheboygan,Midwest,White,78.4
Wisconsin,Vilas,Midwest,White,78.0
Wisconsin,Walworth,Midwest,White,78.1
Wisconsin,Washington,Midwest,White,79.5
Wisconsin,Waukesha,Midwest,White,80.3
Wisconsin,Winnebago,Midwest,White,78.1
Wisconsin,Wood,Midwest,White,77.1
Wyoming,Albany,West,White,78.4
Wyoming,Campbell,West,White,76.3
Wyoming,Carbon,West,White,75.5
Wyoming,Fremont,West,White,75.4
Wyoming,Laramie,West,White,76.5
Wyoming,Natrona,West,White,74.9
Wyoming,Park,West,White,77.8
Wyoming,Sweetwater,West,White,74.1
Wyoming,Uinta,West,White,74.7
