State,County,Region,Life Expectancy,Years of Potential Life Lost Rate,% Children in Poverty,% Food Insecure,% Some College,% Fair or Poor Health,% Unemployed,% Uninsured
Montana,Chouteau,West,75.9,10967.0,19.0,12.0,55.0,18.0,3.2,14.0
Montana,Custer,West,76.2,9363.0,13.0,13.0,64.0,16.0,2.8,12.0
Montana,Dawson,West,75.3,9909.0,14.0,10.0,75.0,16.0,2.6,8.0
Montana,Deer Lodge,West,75.2,11358.0,14.0,18.0,55.0,17.0,2.8,11.0
Montana,Fallon,West,76.8,,13.0,11.0,63.0,15.0,1.7,9.0
Montana,Fergus,West,76.7,8198.0,14.0,13.0,71.0,15.0,3.1,11.0
Montana,Flathead,West,77.4,7948.0,10.0,10.0,69.0,17.0,3.5,12.0
Montana,Gallatin,West,82.0,4276.0,6.0,9.0,80.0,13.0,2.1,8.0
Montana,Glacier,West,66.9,21840.0,30.0,19.0,57.0,32.0,5.4,13.0
Montana,Granite,West,79.9,,17.0,13.0,67.0,17.0,4.1,14.0
Montana,Hill,West,72.9,12044.0,22.0,13.0,52.0,19.0,2.5,13.0
Montana,Jefferson,West,76.3,7802.0,10.0,9.0,72.0,14.0,2.9,10.0
Montana,Judith Basin,West,82.0,,19.0,13.0,72.0,15.0,2.8,11.0
Montana,Lake,West,75.8,11703.0,18.0,14.0,59.0,19.0,3.6,16.0
Montana,Lewis and Clark,West,78.3,6948.0,10.0,10.0,73.0,12.0,2.6,10.0
Montana,Liberty,West,84.7,,21.0,17.0,53.0,25.0,2.5,17.0
Montana,Lincoln,West,76.3,9743.0,23.0,16.0,51.0,20.0,5.2,15.0
Montana,McCone,West,83.5,,19.0,7.0,66.0,14.0,2.0,11.0
Montana,Madison,West,80.3,5982.0,12.0,9.0,70.0,14.0,3.0,13.0
Montana,Meagher,West,80.8,,18.0,11.0,62.0,14.0,2.6,15.0
Montana,Mineral,West,77.4,9860.0,18.0,14.0,59.0,17.0,4.9,12.0
Montana,Missoula,West,78.6,6796.0,9.0,11.0,78.0,14.0,2.9,9.0
Montana,Musselshell,West,76.1,9831.0,23.0,12.0,60.0,18.0,3.1,12.0
Montana,Park,West,78.1,8307.0,13.0,11.0,73.0,14.0,2.9,10.0
Montana,Phillips,West,75.0,,22.0,10.0,68.0,16.0,4.2,11.0
Montana,Pondera,West,76.6,9386.0,22.0,15.0,58.0,18.0,2.9,14.0
Montana,Powder River,West,77.5,,17.0,12.0,71.0,19.0,2.5,14.0
Montana,Powell,West,75.8,9728.0,17.0,11.0,42.0,19.0,3.0,13.0
Montana,Ravalli,West,78.9,6195.0,14.0,11.0,62.0,13.0,3.1,12.0
Montana,Richland,West,76.2,8321.0,12.0,10.0,63.0,15.0,2.6,10.0
Montana,Roosevelt,West,60.4,32695.0,26.0,19.0,51.0,28.0,3.8,13.0
Montana,Rosebud,West,65.9,24380.0,24.0,16.0,58.0,24.0,3.4,11.0
Montana,Sanders,West,75.0,12207.0,20.0,15.0,58.0,17.0,4.8,17.0
Montana,Sheridan,West,76.6,,15.0,11.0,66.0,14.0,2.3,12.0
Montana,Silver Bow,West,74.1,10493.0,16.0,14.0,63.0,16.0,3.4,10.0
Montana,Stillwater,West,77.5,8534.0,9.0,10.0,58.0,12.0,2.4,9.0
Montana,Sweet Grass,West,80.3,,11.0,9.0,69.0,13.0,2.3,10.0
Montana,Teton,West,77.7,7922.0,18.0,12.0,67.0,16.0,2.9,12.0
Montana,Toole,West,74.3,10313.0,16.0,12.0,49.0,20.0,2.2,12.0
Montana,Valley,West,76.4,10375.0,21.0,12.0,71.0,16.0,2.5,13.0
Montana,Wheatland,West,75.3,,25.0,15.0,43.0,19.0,4.0,17.0
Montana,Yellowstone,West,75.9,9698.0,10.0,11.0,68.0,16.0,2.6,9.0
Nebraska,Adams,Midwest,76.8,7989.0,13.0,14.0,72.0,15.0,2.1,8.0
Nebraska,Antelope,Midwest,79.8,5812.0,12.0,14.0,79.0,14.0,1.9,8.0
Nebraska,Boone,Midwest,79.4,,11.0,12.0,77.0,15.0,1.7,6.0
Nebraska,Box Butte,Midwest,76.0,9210.0,15.0,14.0,61.0,15.0,2.2,11.0
Nebraska,Boyd,Midwest,75.4,,20.0,14.0,60.0,15.0,2.4,9.0
Nebraska,Brown,Midwest,75.6,,15.0,14.0,67.0,15.0,2.5,10.0
Nebraska,Buffalo,Midwest,79.9,5530.0,9.0,14.0,72.0,18.0,1.8,8.0
Nebraska,Burt,Midwest,75.4,12044.0,12.0,16.0,64.0,15.0,2.5,8.0
Nebraska,Butler,Midwest,79.1,5602.0,10.0,12.0,71.0,13.0,1.7,7.0
Nebraska,Cass,Midwest,78.1,7015.0,8.0,12.0,73.0,13.0,2.3,6.0
Nebraska,Cedar,Midwest,80.2,5345.0,9.0,11.0,80.0,14.0,1.8,7.0
Nebraska,Chase,Midwest,77.4,,12.0,13.0,61.0,18.0,1.7,11.0
Nebraska,Cherry,Midwest,77.2,9393.0,16.0,14.0,70.0,18.0,1.9,8.0
Nebraska,Cheyenne,Midwest,75.2,10905.0,16.0,15.0,67.0,15.0,2.4,8.0
Nebraska,Clay,Midwest,78.1,5142.0,10.0,13.0,67.0,16.0,2.4,9.0
Nebraska,Colfax,Midwest,82.0,4195.0,12.0,12.0,51.0,22.0,1.8,15.0
Nebraska,Cuming,Midwest,79.1,6611.0,10.0,12.0,73.0,15.0,1.9,11.0
Nebraska,Custer,Midwest,77.9,8243.0,13.0,14.0,65.0,16.0,1.7,7.0
Nebraska,Dakota,Midwest,76.5,7312.0,20.0,14.0,54.0,21.0,2.7,11.0
Nebraska,Dawes,Midwest,75.9,9706.0,17.0,14.0,83.0,15.0,2.0,8.0
Nebraska,Dawson,Midwest,77.4,7720.0,14.0,15.0,48.0,20.0,2.4,13.0
Nebraska,Deuel,Midwest,79.9,,19.0,13.0,62.0,14.0,2.6,7.0
Nebraska,Dixon,Midwest,78.9,5812.0,10.0,13.0,58.0,17.0,2.0,10.0
Nebraska,Dodge,Midwest,76.2,8617.0,11.0,14.0,58.0,16.0,2.2,9.0
Nebraska,Douglas,Midwest,77.7,7599.0,12.0,13.0,75.0,16.0,2.6,8.0
Nebraska,Fillmore,Midwest,79.1,,10.0,12.0,78.0,14.0,1.9,7.0
Nebraska,Franklin,Midwest,73.1,,17.0,16.0,70.0,16.0,2.1,7.0
Nebraska,Frontier,Midwest,79.6,,17.0,15.0,83.0,16.0,2.0,8.0
Nebraska,Furnas,Midwest,77.0,8966.0,16.0,15.0,66.0,17.0,1.9,8.0
Nebraska,Gage,Midwest,76.3,7954.0,12.0,16.0,66.0,17.0,2.6,7.0
Nebraska,Garden,Midwest,76.6,,23.0,14.0,68.0,20.0,2.0,8.0
Nebraska,Garfield,Midwest,77.1,,12.0,13.0,90.0,13.0,2.0,6.0
Nebraska,Gosper,Midwest,75.8,,13.0,11.0,64.0,15.0,2.2,9.0
Nebraska,Greeley,Midwest,81.2,,13.0,14.0,65.0,15.0,2.0,9.0
Nebraska,Hall,Midwest,77.2,7360.0,13.0,15.0,56.0,18.0,2.3,10.0
Nebraska,Hamilton,Midwest,78.9,6028.0,9.0,11.0,75.0,13.0,1.9,6.0
Nebraska,Harlan,Midwest,76.8,,12.0,13.0,76.0,14.0,1.9,9.0
Nebraska,Hitchcock,Midwest,75.6,,19.0,16.0,57.0,17.0,2.7,7.0
Nebraska,Holt,Midwest,78.9,6598.0,14.0,13.0,73.0,15.0,1.8,9.0
Nebraska,Howard,Midwest,79.7,5022.0,12.0,12.0,70.0,14.0,1.9,6.0
Nebraska,Jefferson,Midwest,76.6,7590.0,14.0,15.0,62.0,16.0,2.0,7.0
Nebraska,Johnson,Midwest,77.9,7995.0,13.0,13.0,50.0,15.0,3.1,7.0
Nebraska,Kearney,Midwest,79.6,6258.0,9.0,12.0,71.0,16.0,1.7,6.0
Nebraska,Keith,Midwest,77.1,9726.0,17.0,14.0,68.0,15.0,1.8,8.0
Nebraska,Kimball,Midwest,76.0,,15.0,15.0,60.0,19.0,2.0,12.0
Nebraska,Knox,Midwest,77.5,8014.0,18.0,15.0,71.0,17.0,2.2,9.0
Nebraska,Lancaster,Midwest,79.1,6252.0,9.0,13.0,76.0,14.0,2.1,7.0
Nebraska,Lincoln,Midwest,75.2,9594.0,15.0,15.0,68.0,19.0,2.2,7.0
Nebraska,Madison,Midwest,78.3,6586.0,11.0,14.0,69.0,17.0,2.0,9.0
Nebraska,Merrick,Midwest,77.4,8240.0,11.0,14.0,74.0,15.0,2.0,7.0
Nebraska,Morrill,Midwest,74.0,11072.0,19.0,13.0,60.0,16.0,2.2,9.0
Nebraska,Nance,Midwest,72.7,11247.0,13.0,15.0,74.0,16.0,2.1,7.0
Nebraska,Nemaha,Midwest,75.2,9244.0,13.0,16.0,69.0,16.0,2.2,10.0
Nebraska,Nuckolls,Midwest,77.2,,15.0,12.0,73.0,14.0,2.0,9.0
Nebraska,Otoe,Midwest,78.4,7091.0,9.0,14.0,70.0,15.0,2.2,7.0
Nebraska,Pawnee,Midwest,76.0,,20.0,15.0,57.0,18.0,2.0,9.0
Nebraska,Perkins,Midwest,78.7,,12.0,13.0,70.0,16.0,1.7,11.0
Nebraska,Phelps,Midwest,78.6,6340.0,10.0,15.0,67.0,14.0,1.8,7.0
Nebraska,Pierce,Midwest,79.4,7469.0,10.0,12.0,84.0,13.0,1.8,6.0
Nebraska,Platte,Midwest,80.1,5668.0,8.0,12.0,59.0,17.0,2.0,9.0
Nebraska,Polk,Midwest,76.7,7162.0,9.0,12.0,69.0,16.0,1.9,8.0
Nebraska,Red Willow,Midwest,75.9,9044.0,13.0,15.0,66.0,13.0,1.9,8.0
Nebraska,Richardson,Midwest,77.5,6372.0,13.0,14.0,58.0,18.0,2.1,8.0
Nebraska,Saline,Midwest,79.2,5922.0,12.0,13.0,54.0,19.0,2.4,12.0
Nebraska,Sarpy,Midwest,79.9,5140.0,5.0,11.0,81.0,13.0,2.2,5.0
Nebraska,Saunders,Midwest,78.0,6667.0,7.0,12.0,75.0,13.0,1.9,5.0
Nebraska,Scotts Bluff,Midwest,75.2,10217.0,20.0,15.0,67.0,17.0,2.6,10.0
Nebraska,Seward,Midwest,79.1,5490.0,7.0,12.0,73.0,12.0,2.0,7.0
Nebraska,Sheridan,Midwest,77.2,8483.0,21.0,15.0,70.0,16.0,2.0,11.0
Nebraska,Sherman,Midwest,79.4,,16.0,14.0,75.0,17.0,2.2,8.0
Nebraska,Stanton,Midwest,80.2,,8.0,12.0,75.0,14.0,1.9,6.0
Nebraska,Thayer,Midwest,77.1,,12.0,13.0,71.0,16.0,1.8,7.0
Nebraska,Thurston,Midwest,63.2,27026.0,26.0,18.0,60.0,24.0,2.7,7.0
Nebraska,Valley,Midwest,78.1,,16.0,13.0,72.0,14.0,2.2,9.0
Nebraska,Washington,Midwest,79.9,4802.0,7.0,12.0,77.0,11.0,2.1,5.0
Nebraska,Wayne,Midwest,82.5,4889.0,10.0,15.0,70.0,14.0,2.0,7.0
Nebraska,Webster,Midwest,75.3,,15.0,13.0,65.0,16.0,2.5,7.0
Nebraska,York,Midwest,77.9,7472.0,10.0,13.0,67.0,12.0,2.2,6.0
Nevada,Churchill,West,73.4,10826.0,14.0,14.0,57.0,20.0,4.3,10.0
Nevada,Clark,West,76.6,8618.0,18.0,15.0,60.0,21.0,5.4,14.0
Nevada,Douglas,West,79.1,7664.0,12.0,12.0,68.0,14.0,4.5,10.0
Nevada,Elko,West,75.4,10188.0,11.0,13.0,53.0,18.0,3.8,10.0
Nevada,Eureka,West,69.7,,14.0,16.0,54.0,20.0,3.7,7.0
Nevada,Humboldt,West,74.1,11481.0,14.0,14.0,59.0,23.0,3.9,12.0
Nevada,Lander,West,75.2,9879.0,13.0,13.0,58.0,20.0,3.6,11.0
Nevada,Lincoln,West,77.0,8005.0,18.0,13.0,42.0,19.0,4.7,12.0
Nevada,Lyon,West,74.2,10098.0,12.0,14.0,56.0,20.0,5.8,12.0
Nevada,Mineral,West,68.4,19161.0,23.0,16.0,41.0,24.0,6.8,11.0
Nevada,Nye,West,73.3,11605.0,24.0,17.0,44.0,23.0,6.4,10.0
Nevada,Pershing,West,76.9,8967.0,18.0,13.0,36.0,20.0,4.7,10.0
Nevada,Storey,West,83.8,,10.0,12.0,74.0,16.0,4.3,14.0
Nevada,Washoe,West,76.8,8308.0,11.0,13.0,65.0,18.0,4.1,13.0
Nevada,White Pine,West,76.6,9771.0,14.0,12.0,47.0,21.0,3.4,9.0
Nevada,Carson City,West,73.4,10864.0,14.0,14.0,60.0,20.0,4.5,14.0
New Hampshire,Belknap,Northeast,77.4,7596.0,11.0,11.0,65.0,15.0,2.1,7.0
New Hampshire,Carroll,Northeast,79.3,7555.0,12.0,10.0,69.0,14.0,2.3,8.0
New Hampshire,Cheshire,Northeast,78.6,7142.0,11.0,11.0,68.0,15.0,2.3,6.0
New Hampshire,Coos,Northeast,73.9,11270.0,18.0,13.0,57.0,17.0,2.6,8.0
New Hampshire,Grafton,Northeast,80.1,6277.0,10.0,11.0,72.0,13.0,1.9,7.0
New Hampshire,Hillsborough,Northeast,78.6,6909.0,8.0,10.0,72.0,12.0,2.3,7.0
New Hampshire,Merrimack,Northeast,79.0,6692.0,8.0,10.0,69.0,13.0,1.9,7.0
New Hampshire,Rockingham,Northeast,80.5,5001.0,5.0,8.0,76.0,12.0,2.3,5.0
New Hampshire,Strafford,Northeast,77.6,7468.0,10.0,10.0,74.0,14.0,2.1,6.0
New Hampshire,Sullivan,Northeast,78.0,8143.0,12.0,12.0,55.0,16.0,1.9,7.0
New Jersey,Atlantic,Northeast,75.7,10072.0,16.0,12.0,64.0,17.0,5.9,9.0
New Jersey,Bergen,Northeast,81.9,4472.0,7.0,9.0,81.0,13.0,3.9,7.0
New Jersey,Burlington,Northeast,78.9,6658.0,8.0,8.0,76.0,13.0,3.9,5.0
New Jersey,Camden,Northeast,76.2,8984.0,17.0,11.0,69.0,16.0,4.8,8.0
New Jersey,Cape May,Northeast,76.6,9176.0,13.0,12.0,67.0,15.0,7.6,8.0
New Jersey,Cumberland,Northeast,73.7,10760.0,22.0,13.0,43.0,22.0,6.5,10.0
New Jersey,Essex,Northeast,77.7,8341.0,18.0,12.0,63.0,17.0,5.5,11.0
New Jersey,Gloucester,Northeast,77.1,7587.0,10.0,9.0,73.0,15.0,4.3,5.0
New Jersey,Hudson,Northeast,79.9,6244.0,23.0,13.0,78.0,17.0,4.4,10.0
New Jersey,Hunterdon,Northeast,82.8,4363.0,4.0,7.0,81.0,12.0,3.5,4.0
New Jersey,Mercer,Northeast,78.4,7664.0,13.0,10.0,69.0,15.0,3.9,9.0
New Jersey,Middlesex,Northeast,80.2,5499.0,10.0,9.0,75.0,14.0,4.1,7.0
New Jersey,Monmouth,Northeast,79.6,5710.0,8.0,8.0,78.0,13.0,3.8,6.0
New Jersey,Morris,Northeast,81.7,4240.0,5.0,8.0,83.0,11.0,3.7,5.0
New Jersey,Ocean,Northeast,78.1,7127.0,15.0,11.0,69.0,16.0,4.2,6.0
New Jersey,Passaic,Northeast,78.4,7211.0,20.0,12.0,58.0,21.0,5.5,12.0
New Jersey,Salem,Northeast,73.7,11685.0,15.0,12.0,57.0,15.0,5.5,6.0
New Jersey,Somerset,Northeast,81.8,4545.0,6.0,7.0,82.0,12.0,3.8,5.0
New Jersey,Sussex,Northeast,78.4,6516.0,6.0,8.0,76.0,13.0,4.3,5.0
New Jersey,Union,Northeast,79.3,6477.0,11.0,9.0,65.0,16.0,4.7,13.0
New Jersey,Warren,Northeast,78.3,7006.0,10.0,10.0,69.0,13.0,4.0,6.0
New Mexico,Bernalillo,West,75.1,11524.0,18.0,14.0,71.0,18.0,3.5,10.0
New Mexico,Catron,West,77.2,,34.0,21.0,36.0,22.0,4.9,8.0
New Mexico,Chaves,West,72.2,13484.0,25.0,17.0,53.0,24.0,3.8,11.0
New Mexico,Cibola,West,70.7,16697.0,31.0,20.0,58.0,26.0,5.2,9.0
New Mexico,Colfax,West,75.2,13075.0,26.0,16.0,59.0,20.0,3.4,10.0
New Mexico,Curry,West,72.6,12340.0,22.0,16.0,64.0,20.0,2.9,11.0
New Mexico,De Baca,West,71.6,,31.0,15.0,70.0,21.0,3.3,13.0
New Mexico,Dona Ana,West,76.0,9397.0,24.0,16.0,66.0,21.0,4.3,12.0
New Mexico,Eddy,West,72.7,12798.0,19.0,12.0,64.0,22.0,2.6,11.0
New Mexico,Grant,West,74.3,12951.0,27.0,17.0,56.0,22.0,3.5,9.0
New Mexico,Guadalupe,West,73.9,12651.0,30.0,17.0,49.0,25.0,4.0,9.0
New Mexico,Hidalgo,West,75.0,10844.0,33.0,16.0,50.0,24.0,3.3,11.0
New Mexico,Lea,West,72.6,12673.0,20.0,14.0,44.0,24.0,3.5,13.0
New Mexico,Lincoln,West,75.8,12621.0,28.0,15.0,60.0,19.0,3.2,12.0
New Mexico,Los Alamos,West,83.0,3583.0,3.0,8.0,88.0,9.0,1.9,2.0
New Mexico,Luna,West,72.1,13152.0,38.0,21.0,42.0,30.0,10.0,12.0
New Mexico,McKinley,West,63.9,27593.0,42.0,21.0,49.0,32.0,5.2,14.0
New Mexico,Mora,West,76.1,14982.0,28.0,20.0,48.0,23.0,5.0,6.0
New Mexico,Otero,West,74.9,11128.0,31.0,17.0,61.0,21.0,4.0,9.0
New Mexico,Quay,West,70.3,16627.0,33.0,20.0,56.0,24.0,4.2,10.0
New Mexico,Rio Arriba,West,69.3,21299.0,27.0,16.0,52.0,25.0,3.4,9.0
New Mexico,Roosevelt,West,74.4,10941.0,26.0,17.0,57.0,21.0,3.6,11.0
New Mexico,Sandoval,West,76.8,9511.0,16.0,11.0,66.0,19.0,3.6,8.0
New Mexico,San Juan,West,69.8,18277.0,26.0,17.0,56.0,25.0,4.2,13.0
New Mexico,San Miguel,West,74.1,14085.0,30.0,18.0,61.0,22.0,4.6,9.0
New Mexico,Santa Fe,West,79.3,8950.0,19.0,12.0,66.0,16.0,3.4,12.0
New Mexico,Sierra,West,69.6,17438.0,35.0,21.0,51.0,21.0,6.0,9.0
New Mexico,Socorro,West,71.0,17605.0,32.0,21.0,49.0,27.0,4.2,10.0
New Mexico,Taos,West,76.5,12930.0,23.0,14.0,62.0,19.0,4.4,11.0
New Mexico,Torrance,West,72.8,14503.0,32.0,17.0,54.0,25.0,5.1,9.0
New Mexico,Union,West,73.8,12002.0,25.0,16.0,42.0,25.0,3.1,12.0
New Mexico,Valencia,West,74.5,11779.0,24.0,15.0,59.0,20.0,4.1,11.0
New York,Albany,Northeast,78.5,7276.0,15.0,12.0,78.0,12.0,3.3,5.0
New York,Allegany,Northeast,76.8,8271.0,17.0,14.0,64.0,16.0,4.3,5.0
New York,Bronx,Northeast,76.7,9451.0,36.0,20.0,55.0,28.0,6.8,7.0
New York,Broome,Northeast,76.5,9128.0,20.0,15.0,67.0,15.0,3.9,5.0
New York,Cattaraugus,Northeast,74.5,10681.0,26.0,15.0,52.0,17.0,4.3,7.0
New York,Cayuga,Northeast,77.6,7892.0,18.0,13.0,61.0,18.0,3.6,6.0
New York,Chautauqua,Northeast,75.7,9667.0,23.0,15.0,59.0,18.0,4.3,6.0
New York,Chemung,Northeast,75.0,9852.0,22.0,14.0,60.0,17.0,4.0,5.0
New York,Chenango,Northeast,74.9,10172.0,19.0,13.0,52.0,17.0,3.5,5.0
New York,Clinton,Northeast,77.8,7270.0,16.0,13.0,63.0,17.0,3.5,5.0
New York,Columbia,Northeast,79.2,7810.0,18.0,11.0,63.0,14.0,3.0,6.0
New York,Cortland,Northeast,76.2,8256.0,17.0,13.0,65.0,16.0,4.2,5.0
New York,Delaware,Northeast,76.7,8915.0,22.0,14.0,59.0,15.0,4.0,6.0
New York,Dutchess,Northeast,79.3,6546.0,9.0,10.0,69.0,13.0,3.3,5.0
New York,Erie,Northeast,77.0,8238.0,18.0,12.0,74.0,15.0,3.8,4.0
New York,Essex,Northeast,78.4,7206.0,17.0,12.0,58.0,15.0,3.8,5.0
New York,Franklin,Northeast,77.3,7951.0,19.0,15.0,52.0,18.0,3.8,6.0
New York,Fulton,Northeast,75.0,9922.0,20.0,14.0,62.0,19.0,4.4,6.0
New York,Genesee,Northeast,77.4,7591.0,14.0,12.0,65.0,16.0,3.3,4.0
New York,Greene,Northeast,77.6,8286.0,19.0,11.0,57.0,15.0,3.8,5.0
New York,Hamilton,Northeast,78.4,,14.0,13.0,63.0,17.0,5.0,9.0
New York,Herkimer,Northeast,77.6,7795.0,17.0,13.0,64.0,15.0,4.1,5.0
New York,Jefferson,Northeast,77.3,7378.0,19.0,14.0,67.0,17.0,4.4,5.0
New York,Kings,Northeast,80.1,6345.0,27.0,15.0,72.0,17.0,5.5,6.0
New York,Lewis,Northeast,78.9,7011.0,15.0,13.0,57.0,16.0,4.4,5.0
New York,Livingston,Northeast,79.4,5954.0,12.0,11.0,66.0,15.0,3.5,4.0
New York,Madison,Northeast,78.4,6940.0,13.0,11.0,63.0,14.0,3.7,4.0
New York,Monroe,Northeast,78.2,7510.0,18.0,12.0,75.0,12.0,3.7,4.0
New York,Montgomery,Northeast,75.2,9219.0,23.0,14.0,58.0,19.0,4.6,5.0
New York,Nassau,Northeast,81.3,4800.0,6.0,7.0,79.0,12.0,3.1,4.0
New York,New York,Northeast,83.0,4960.0,20.0,15.0,86.0,15.0,4.6,5.0
New York,Niagara,Northeast,75.4,9535.0,20.0,13.0,68.0,15.0,4.1,4.0
New York,Oneida,Northeast,76.3,8898.0,20.0,13.0,64.0,16.0,3.7,5.0
New York,Onondaga,Northeast,77.7,7762.0,19.0,12.0,73.0,16.0,3.5,4.0
New York,Ontario,Northeast,79.8,6296.0,10.0,11.0,74.0,14.0,3.3,4.0
New York,Orange,Northeast,78.8,6631.0,19.0,11.0,63.0,14.0,3.4,5.0
New York,Orleans,Northeast,76.9,7355.0,15.0,13.0,45.0,15.0,4.0,6.0
New York,Oswego,Northeast,76.2,9165.0,19.0,14.0,60.0,17.0,4.3,5.0
New York,Otsego,Northeast,77.7,8049.0,19.0,12.0,68.0,15.0,3.8,5.0
New York,Putnam,Northeast,81.6,4624.0,7.0,8.0,73.0,12.0,3.1,4.0
New York,Queens,Northeast,81.2,5788.0,18.0,13.0,68.0,16.0,4.6,9.0
New York,Rensselaer,Northeast,77.7,7122.0,16.0,12.0,73.0,14.0,3.3,4.0
New York,Richmond,Northeast,79.0,6376.0,18.0,12.0,70.0,14.0,4.9,5.0
New York,Rockland,Northeast,81.0,5423.0,23.0,11.0,64.0,17.0,3.1,5.0
New York,St. Lawrence,Northeast,76.8,8243.0,21.0,15.0,57.0,17.0,4.4,6.0
New York,Saratoga,Northeast,80.2,5526.0,8.0,10.0,78.0,10.0,2.9,4.0
New York,Schenectady,Northeast,77.1,8452.0,19.0,11.0,71.0,13.0,3.5,5.0
New York,Schoharie,Northeast,78.9,7415.0,17.0,12.0,63.0,17.0,4.2,5.0
New York,Schuyler,Northeast,76.5,7969.0,19.0,14.0,62.0,18.0,3.9,6.0
New York,Seneca,Northeast,77.6,7640.0,21.0,13.0,56.0,16.0,3.5,6.0
New York,Steuben,Northeast,76.3,8363.0,19.0,13.0,64.0,15.0,4.0,5.0
New York,Suffolk,Northeast,79.4,6453.0,9.0,8.0,70.0,13.0,3.4,6.0
New York,Sullivan,Northeast,76.1,9701.0,21.0,13.0,61.0,17.0,3.3,6.0
New York,Tioga,Northeast,78.6,6676.0,18.0,12.0,61.0,13.0,3.4,4.0
New York,Tompkins,Northeast,80.9,5563.0,13.0,12.0,84.0,14.0,3.1,5.0
New York,Ulster,Northeast,78.8,7045.0,13.0,13.0,63.0,15.0,3.4,7.0
New York,Warren,Northeast,78.1,7391.0,15.0,12.0,68.0,16.0,3.7,5.0
New York,Washington,Northeast,76.6,8493.0,16.0,12.0,53.0,15.0,3.4,5.0
New York,Wayne,Northeast,77.2,8850.0,14.0,11.0,65.0,14.0,3.4,5.0
New York,Westchester,Northeast,82.0,4881.0,11.0,9.0,76.0,13.0,3.4,5.0
New York,Wyoming,Northeast,78.1,6545.0,13.0,12.0,53.0,16.0,3.9,5.0
New York,Yates,Northeast,78.1,6772.0,18.0,12.0,42.0,18.0,3.2,10.0
North Carolina,Alamance,South,75.4,9571.0,16.0,14.0,62.0,20.0,3.4,13.0
North Carolina,Alexander,South,74.1,10847.0,17.0,15.0,53.0,17.0,3.2,12.0
North Carolina,Alleghany,South,77.3,8598.0,25.0,18.0,53.0,21.0,4.5,17.0
North Carolina,Anson,South,70.4,15560.0,33.0,16.0,35.0,23.0,4.0,12.0
North Carolina,Ashe,South,75.7,9771.0,22.0,16.0,62.0,18.0,3.0,14.0
North Carolina,Avery,South,75.9,9111.0,22.0,15.0,53.0,17.0,3.0,16.0
North Carolina,Beaufort,South,73.7,12293.0,31.0,16.0,60.0,20.0,4.0,12.0
North Carolina,Bertie,South,72.0,14628.0,34.0,16.0,49.0,25.0,4.4,12.0
North Carolina,Bladen,South,70.3,16588.0,29.0,18.0,56.0,21.0,4.2,14.0
North Carolina,Brunswick,South,77.1,10048.0,17.0,14.0,62.0,15.0,4.2,10.0
North Carolina,Buncombe,South,77.4,8557.0,16.0,15.0,71.0,13.0,2.7,13.0
North Carolina,Burke,South,74.2,11521.0,24.0,17.0,56.0,18.0,3.3,13.0
North Carolina,Cabarrus,South,77.2,7537.0,12.0,12.0,71.0,15.0,3.2,9.0
North Carolina,Caldwell,South,72.4,12863.0,18.0,16.0,58.0,19.0,3.4,13.0
North Carolina,Camden,South,75.9,9189.0,9.0,12.0,74.0,16.0,3.3,9.0
North Carolina,Carteret,South,75.6,10599.0,14.0,15.0,72.0,15.0,3.2,12.0
North Carolina,Caswell,South,74.4,10423.0,23.0,15.0,52.0,21.0,3.6,12.0
North Carolina,Catawba,South,73.9,11084.0,16.0,15.0,65.0,18.0,3.3,12.0
North Carolina,Chatham,South,79.9,7552.0,12.0,13.0,70.0,16.0,3.0,11.0
North Carolina,Cherokee,South,74.2,12641.0,25.0,17.0,55.0,20.0,3.9,13.0
North Carolina,Chowan,South,74.4,10588.0,25.0,17.0,47.0,21.0,3.6,11.0
North Carolina,Clay,South,76.8,10396.0,22.0,16.0,74.0,18.0,3.7,13.0
North Carolina,Cleveland,South,72.0,12476.0,26.0,16.0,56.0,21.0,3.5,11.0
North Carolina,Columbus,South,69.7,16521.0,30.0,17.0,52.0,24.0,4.0,14.0
North Carolina,Craven,South,73.6,12560.0,25.0,15.0,67.0,19.0,3.5,11.0
North Carolina,Cumberland,South,72.9,12884.0,22.0,16.0,71.0,19.0,4.7,11.0
North Carolina,Currituck,South,77.1,6918.0,11.0,12.0,67.0,14.0,3.1,10.0
North Carolina,Dare,South,78.2,8307.0,13.0,12.0,71.0,12.0,4.0,11.0
North Carolina,Davidson,South,73.3,12217.0,21.0,15.0,60.0,18.0,3.4,12.0
North Carolina,Davie,South,76.4,9312.0,14.0,15.0,63.0,17.0,3.1,10.0
North Carolina,Duplin,South,73.8,11990.0,27.0,17.0,57.0,23.0,3.3,16.0
North Carolina,Durham,South,79.2,7259.0,15.0,12.0,78.0,14.0,3.1,11.0
North Carolina,Edgecombe,South,70.5,16248.0,39.0,16.0,52.0,23.0,5.7,11.0
North Carolina,Forsyth,South,75.8,9571.0,23.0,15.0,69.0,17.0,3.5,11.0
North Carolina,Franklin,South,76.3,9622.0,15.0,13.0,62.0,18.0,3.5,13.0
North Carolina,Gaston,South,73.0,11889.0,19.0,14.0,65.0,18.0,3.4,11.0
North Carolina,Gates,South,74.6,11366.0,20.0,14.0,56.0,19.0,3.3,9.0
North Carolina,Graham,South,74.5,11941.0,23.0,17.0,51.0,19.0,4.4,16.0
North Carolina,Granville,South,75.6,9720.0,16.0,13.0,61.0,19.0,3.0,12.0
