State,County,Region,Life Expectancy,Years of Potential Life Lost Rate,% Children in Poverty,% Food Insecure,% Some College,% Fair or Poor Health,% Unemployed,% Uninsured
Texas,Sabine,South,70.3,16290.0,30.0,21.0,47.0,23.0,6.8,19.0
Texas,San Augustine,South,70.6,15177.0,32.0,23.0,30.0,28.0,5.4,20.0
Texas,San Jacinto,South,73.6,12991.0,26.0,19.0,43.0,23.0,4.7,20.0
Texas,San Patricio,South,73.2,11605.0,26.0,20.0,51.0,25.0,4.8,19.0
Texas,San Saba,South,74.7,9943.0,26.0,17.0,42.0,22.0,3.8,27.0
Texas,Schleicher,South,78.9,,22.0,16.0,57.0,26.0,3.5,23.0
Texas,Scurry,South,72.9,11825.0,21.0,16.0,58.0,25.0,4.1,21.0
Texas,Shackelford,South,75.6,,19.0,15.0,56.0,17.0,2.7,21.0
Texas,Shelby,South,71.3,13932.0,24.0,19.0,50.0,26.0,4.5,22.0
Texas,Sherman,South,77.7,,18.0,15.0,53.0,22.0,3.2,27.0
Texas,Smith,South,75.4,9375.0,17.0,15.0,64.0,21.0,3.6,19.0
Texas,Somervell,South,76.7,7659.0,13.0,14.0,65.0,15.0,3.6,16.0
Texas,Starr,South,73.9,9793.0,37.0,27.0,51.0,38.0,9.3,25.0
Texas,Stephens,South,73.7,11572.0,26.0,18.0,51.0,24.0,3.9,21.0
Texas,Sutton,South,74.1,10626.0,19.0,18.0,49.0,29.0,5.8,21.0
Texas,Swisher,South,70.3,15481.0,28.0,23.0,37.0,27.0,4.6,28.0
Texas,Tarrant,South,77.0,7833.0,14.0,14.0,65.0,19.0,3.7,18.0
Texas,Taylor,South,73.5,10985.0,15.0,17.0,63.0,20.0,3.3,19.0
Texas,Terry,South,70.8,13280.0,29.0,20.0,47.0,30.0,3.9,24.0
Texas,Titus,South,74.5,9788.0,20.0,18.0,45.0,26.0,4.2,24.0
Texas,Tom Green,South,74.9,9679.0,17.0,16.0,63.0,23.0,3.5,18.0
Texas,Travis,South,80.4,5698.0,12.0,15.0,80.0,17.0,3.3,13.0
Texas,Trinity,South,72.1,13131.0,29.0,19.0,56.0,21.0,5.0,18.0
Texas,Tyler,South,71.6,14227.0,24.0,21.0,35.0,23.0,5.8,19.0
Texas,Upshur,South,73.4,10968.0,19.0,18.0,58.0,23.0,4.2,17.0
Texas,Upton,South,74.9,10947.0,22.0,17.0,37.0,29.0,1.7,20.0
Texas,Uvalde,South,72.1,13124.0,32.0,22.0,60.0,27.0,4.2,23.0
Texas,Val Verde,South,74.9,9199.0,30.0,18.0,53.0,29.0,5.5,21.0
Texas,Van Zandt,South,73.8,10899.0,17.0,16.0,57.0,22.0,3.5,19.0
Texas,Victoria,South,74.7,10171.0,20.0,18.0,59.0,25.0,4.1,19.0
Texas,Walker,South,76.6,8101.0,23.0,16.0,49.0,24.0,4.6,19.0
Texas,Waller,South,75.9,8936.0,19.0,14.0,59.0,22.0,4.6,18.0
Texas,Ward,South,72.3,12790.0,19.0,16.0,43.0,26.0,3.0,23.0
Texas,Washington,South,76.9,8785.0,20.0,15.0,60.0,19.0,3.9,16.0
Texas,Webb,South,75.8,8920.0,32.0,20.0,53.0,26.0,4.0,27.0
Texas,Wharton,South,73.7,11245.0,21.0,17.0,56.0,24.0,3.9,21.0
Texas,Wheeler,South,71.3,13275.0,21.0,19.0,56.0,24.0,3.7,26.0
Texas,Wichita,South,73.0,11092.0,24.0,18.0,59.0,21.0,3.9,17.0
Texas,Wilbarger,South,71.4,13359.0,25.0,22.0,47.0,27.0,5.0,21.0
Texas,Willacy,South,72.9,11567.0,35.0,24.0,34.0,37.0,7.8,22.0
Texas,Williamson,South,80.7,5175.0,7.0,13.0,79.0,15.0,3.4,10.0
Texas,Wilson,South,76.8,8131.0,14.0,14.0,65.0,22.0,3.2,15.0
Texas,Winkler,South,71.2,14258.0,18.0,15.0,41.0,26.0,3.4,20.0
Texas,Wise,South,75.1,8574.0,12.0,15.0,57.0,21.0,3.7,18.0
Texas,Wood,South,73.6,11592.0,22.0,17.0,52.0,20.0,4.4,20.0
Texas,Yoakum,South,72.1,12474.0,17.0,16.0,55.0,30.0,3.4,27.0
Texas,Young,South,71.2,13482.0,20.0,17.0,61.0,22.0,3.4,21.0
Texas,Zapata,South,74.7,9589.0,44.0,27.0,35.0,41.0,6.4,24.0
Texas,Zavala,South,69.9,15792.0,43.0,26.0,53.0,36.0,7.3,17.0
Utah,Beaver,West,74.9,9749.0,14.0,12.0,62.0,16.0,3.0,12.0
Utah,Box Elder,West,77.5,6824.0,9.0,13.0,59.0,16.0,2.5,8.0
Utah,Cache,West,80.2,5132.0,8.0,13.0,75.0,17.0,2.3,8.0
Utah,Carbon,West,72.8,11671.0,17.0,18.0,66.0,21.0,3.7,9.0
Utah,Davis,West,79.3,5581.0,6.0,11.0,76.0,14.0,2.4,6.0
Utah,Duchesne,West,75.7,9499.0,14.0,15.0,52.0,18.0,2.9,11.0
Utah,Emery,West,74.8,9287.0,14.0,15.0,61.0,19.0,3.1,10.0
Utah,Garfield,West,77.6,8727.0,15.0,18.0,71.0,16.0,6.4,11.0
Utah,Grand,West,80.3,7357.0,15.0,16.0,70.0,17.0,3.6,13.0
Utah,Iron,West,78.3,6864.0,14.0,14.0,67.0,15.0,2.6,11.0
Utah,Juab,West,77.7,6968.0,10.0,12.0,58.0,15.0,2.3,10.0
Utah,Kane,West,78.3,7263.0,13.0,16.0,70.0,15.0,2.7,10.0
Utah,Millard,West,76.7,8552.0,13.0,14.0,50.0,20.0,2.3,12.0
Utah,Morgan,West,81.0,3815.0,4.0,8.0,79.0,13.0,2.1,6.0
Utah,Rich,West,83.7,,11.0,13.0,73.0,16.0,2.4,11.0
Utah,Salt Lake,West,78.6,6733.0,11.0,12.0,71.0,16.0,2.7,10.0
Utah,San Juan,West,72.8,14025.0,23.0,20.0,61.0,23.0,4.0,14.0
Utah,Sanpete,West,77.2,7286.0,14.0,14.0,57.0,19.0,2.9,11.0
Utah,Sevier,West,77.2,6837.0,14.0,14.0,63.0,17.0,2.8,12.0
Utah,Summit,West,84.0,4285.0,5.0,10.0,76.0,11.0,2.4,9.0
Utah,Tooele,West,77.1,7133.0,8.0,11.0,63.0,15.0,2.8,8.0
Utah,Uintah,West,74.6,10492.0,13.0,15.0,56.0,18.0,3.3,12.0
Utah,Utah,West,79.4,5321.0,8.0,12.0,80.0,12.0,2.6,8.0
Utah,Wasatch,West,81.0,4719.0,6.0,11.0,76.0,11.0,2.4,8.0
Utah,Washington,West,80.2,6937.0,13.0,13.0,72.0,14.0,2.8,12.0
Utah,Wayne,West,75.5,,17.0,14.0,69.0,17.0,4.3,15.0
Utah,Weber,West,76.9,7628.0,10.0,12.0,63.0,15.0,2.8,9.0
Vermont,Addison,Northeast,80.6,5658.0,9.0,10.0,66.0,10.0,1.7,4.0
Vermont,Bennington,Northeast,76.7,8728.0,14.0,13.0,70.0,13.0,2.5,5.0
Vermont,Caledonia,Northeast,76.7,8885.0,16.0,13.0,61.0,14.0,2.3,5.0
Vermont,Chittenden,Northeast,80.8,5480.0,6.0,11.0,82.0,13.0,1.6,4.0
Vermont,Essex,Northeast,77.4,9787.0,19.0,15.0,57.0,16.0,2.9,5.0
Vermont,Franklin,Northeast,77.6,7299.0,11.0,12.0,65.0,13.0,1.8,5.0
Vermont,Grand Isle,Northeast,78.5,6017.0,12.0,10.0,68.0,13.0,2.1,5.0
Vermont,Lamoille,Northeast,79.2,6109.0,11.0,11.0,71.0,14.0,2.5,6.0
Vermont,Orange,Northeast,79.1,7382.0,11.0,11.0,65.0,11.0,2.0,5.0
Vermont,Orleans,Northeast,76.2,8961.0,18.0,13.0,59.0,15.0,3.4,5.0
Vermont,Rutland,Northeast,76.5,9134.0,12.0,13.0,63.0,13.0,2.4,5.0
Vermont,Washington,Northeast,79.0,7124.0,8.0,12.0,75.0,13.0,2.0,5.0
Vermont,Windham,Northeast,78.6,8005.0,11.0,13.0,66.0,13.0,2.3,5.0
Vermont,Windsor,Northeast,77.9,8663.0,10.0,11.0,69.0,11.0,1.8,5.0
Virginia,Accomack,South,73.8,12239.0,24.0,13.0,44.0,23.0,3.5,11.0
Virginia,Albemarle,South,81.5,5378.0,9.0,10.0,81.0,13.0,2.6,7.0
Virginia,Alleghany,South,73.1,12095.0,19.0,14.0,48.0,19.0,3.5,6.0
Virginia,Amelia,South,73.6,11735.0,14.0,11.0,44.0,20.0,3.0,10.0
Virginia,Amherst,South,75.5,10404.0,16.0,12.0,61.0,18.0,3.2,8.0
Virginia,Appomattox,South,77.2,7982.0,16.0,12.0,58.0,21.0,3.6,9.0
Virginia,Arlington,South,83.9,3513.0,8.0,10.0,92.0,13.0,2.1,5.0
Virginia,Augusta,South,78.0,8022.0,10.0,11.0,54.0,16.0,2.5,7.0
Virginia,Bath,South,74.4,10897.0,15.0,18.0,63.0,22.0,2.8,7.0
Virginia,Bedford,South,77.0,8449.0,12.0,11.0,67.0,16.0,2.9,8.0
Virginia,Bland,South,75.5,9532.0,16.0,13.0,39.0,16.0,3.0,7.0
Virginia,Botetourt,South,77.6,7861.0,8.0,10.0,62.0,15.0,2.5,5.0
Virginia,Brunswick,South,72.7,12611.0,27.0,12.0,39.0,24.0,4.6,9.0
Virginia,Buchanan,South,69.4,16804.0,26.0,22.0,47.0,27.0,4.4,10.0
Virginia,Buckingham,South,74.8,11285.0,23.0,12.0,45.0,22.0,3.9,10.0
Virginia,Campbell,South,76.5,8566.0,18.0,11.0,60.0,19.0,3.3,7.0
Virginia,Caroline,South,74.9,10347.0,12.0,10.0,54.0,19.0,3.1,8.0
Virginia,Carroll,South,74.6,10358.0,22.0,15.0,56.0,21.0,3.7,10.0
Virginia,Charles City,South,75.9,9317.0,18.0,10.0,58.0,21.0,3.2,11.0
Virginia,Charlotte,South,71.7,13862.0,32.0,16.0,60.0,23.0,3.5,9.0
Virginia,Chesterfield,South,77.8,7544.0,9.0,9.0,73.0,14.0,2.9,7.0
Virginia,Clarke,South,77.3,7634.0,8.0,10.0,70.0,14.0,2.5,8.0
Virginia,Craig,South,73.8,12978.0,19.0,12.0,48.0,19.0,3.2,8.0
Virginia,Culpeper,South,77.0,8349.0,12.0,10.0,58.0,18.0,2.8,9.0
Virginia,Cumberland,South,76.6,9215.0,22.0,9.0,62.0,18.0,3.5,8.0
Virginia,Dickenson,South,71.9,13595.0,23.0,21.0,51.0,22.0,4.4,8.0
Virginia,Dinwiddie,South,74.7,10647.0,17.0,11.0,61.0,20.0,3.3,7.0
Virginia,Essex,South,73.0,12685.0,21.0,13.0,43.0,24.0,3.7,10.0
Virginia,Fairfax,South,84.5,3771.0,7.0,8.0,84.0,12.0,2.5,8.0
Virginia,Fauquier,South,79.0,6683.0,7.0,9.0,67.0,14.0,2.5,7.0
Virginia,Floyd,South,76.4,8542.0,15.0,11.0,64.0,16.0,2.6,8.0
Virginia,Fluvanna,South,79.7,6850.0,9.0,8.0,66.0,17.0,2.5,6.0
Virginia,Franklin,South,75.7,10174.0,16.0,13.0,59.0,16.0,3.0,8.0
Virginia,Frederick,South,78.5,6972.0,8.0,10.0,61.0,17.0,2.5,8.0
Virginia,Giles,South,72.2,12049.0,15.0,12.0,50.0,17.0,2.9,7.0
Virginia,Gloucester,South,76.1,8639.0,11.0,11.0,61.0,16.0,2.6,8.0
Virginia,Goochland,South,80.2,6390.0,8.0,8.0,74.0,12.0,2.9,4.0
Virginia,Grayson,South,74.6,9845.0,23.0,16.0,47.0,24.0,2.7,7.0
Virginia,Greene,South,78.3,6743.0,12.0,11.0,61.0,17.0,2.5,9.0
Virginia,Greensville,South,71.4,12862.0,27.0,10.0,38.0,24.0,3.7,6.0
Virginia,Halifax,South,72.1,13971.0,27.0,13.0,54.0,22.0,4.0,9.0
Virginia,Hanover,South,77.9,6976.0,6.0,8.0,77.0,14.0,2.5,6.0
Virginia,Henrico,South,77.2,7787.0,12.0,9.0,75.0,15.0,2.9,7.0
Virginia,Henry,South,70.9,15807.0,25.0,14.0,56.0,25.0,3.5,8.0
Virginia,Highland,South,78.9,,21.0,13.0,70.0,15.0,2.3,8.0
Virginia,Isle of Wight,South,76.8,8260.0,10.0,10.0,69.0,17.0,2.8,6.0
Virginia,James City,South,81.1,5816.0,8.0,10.0,72.0,13.0,2.8,6.0
Virginia,King and Queen,South,73.7,13004.0,18.0,13.0,66.0,21.0,2.7,9.0
Virginia,King George,South,77.6,7991.0,8.0,9.0,74.0,16.0,2.6,6.0
Virginia,King William,South,75.2,9662.0,9.0,9.0,61.0,18.0,2.7,7.0
Virginia,Lancaster,South,75.3,10856.0,22.0,13.0,64.0,18.0,3.7,10.0
Virginia,Lee,South,71.9,13059.0,29.0,21.0,46.0,22.0,3.8,8.0
Virginia,Loudoun,South,83.8,3355.0,4.0,7.0,85.0,12.0,2.5,6.0
Virginia,Louisa,South,75.9,9533.0,13.0,11.0,57.0,16.0,2.7,8.0
Virginia,Lunenburg,South,74.0,11616.0,23.0,13.0,48.0,23.0,3.3,11.0
Virginia,Madison,South,78.4,7227.0,13.0,11.0,57.0,17.0,2.3,9.0
Virginia,Mathews,South,75.8,10352.0,15.0,11.0,75.0,14.0,2.8,7.0
Virginia,Mecklenburg,South,73.0,12700.0,21.0,14.0,61.0,21.0,3.6,9.0
Virginia,Middlesex,South,73.5,13582.0,19.0,11.0,59.0,18.0,2.7,11.0
Virginia,Montgomery,South,78.7,6130.0,13.0,14.0,76.0,17.0,2.8,6.0
Virginia,Nelson,South,76.7,8481.0,18.0,12.0,53.0,17.0,2.7,12.0
Virginia,New Kent,South,77.3,7505.0,7.0,7.0,65.0,13.0,2.6,7.0
Virginia,Northampton,South,73.2,13342.0,27.0,14.0,57.0,20.0,3.5,10.0
Virginia,Northumberland,South,76.2,10386.0,23.0,12.0,59.0,18.0,4.3,10.0
Virginia,Nottoway,South,72.6,11496.0,23.0,13.0,45.0,24.0,3.0,9.0
Virginia,Orange,South,75.2,10006.0,12.0,12.0,53.0,18.0,3.0,8.0
Virginia,Page,South,73.9,11041.0,17.0,14.0,44.0,18.0,3.5,9.0
Virginia,Patrick,South,72.2,13655.0,19.0,14.0,55.0,20.0,3.5,8.0
Virginia,Pittsylvania,South,74.9,11015.0,17.0,14.0,52.0,23.0,3.1,9.0
Virginia,Powhatan,South,77.9,7780.0,7.0,8.0,67.0,13.0,2.7,6.0
Virginia,Prince Edward,South,74.0,10738.0,29.0,14.0,58.0,21.0,4.1,8.0
Virginia,Prince George,South,78.9,7210.0,11.0,9.0,62.0,21.0,3.4,6.0
Virginia,Prince William,South,80.6,5613.0,8.0,8.0,72.0,16.0,2.7,10.0
Virginia,Pulaski,South,73.6,11044.0,23.0,15.0,57.0,18.0,2.8,6.0
Virginia,Rappahannock,South,78.8,9336.0,14.0,11.0,57.0,18.0,2.6,10.0
Virginia,Richmond,South,76.4,8752.0,22.0,10.0,38.0,26.0,3.1,10.0
Virginia,Roanoke,South,77.5,7604.0,8.0,10.0,70.0,15.0,2.6,7.0
Virginia,Rockbridge,South,76.2,10446.0,15.0,12.0,64.0,18.0,2.7,7.0
Virginia,Rockingham,South,78.1,7167.0,12.0,11.0,58.0,17.0,2.5,9.0
Virginia,Russell,South,73.1,12093.0,22.0,19.0,56.0,23.0,3.6,8.0
Virginia,Scott,South,73.4,11806.0,23.0,18.0,58.0,21.0,3.2,7.0
Virginia,Shenandoah,South,76.6,8072.0,12.0,14.0,54.0,19.0,2.7,9.0
Virginia,Smyth,South,70.8,14259.0,20.0,18.0,51.0,24.0,3.2,8.0
Virginia,Southampton,South,75.3,10093.0,18.0,10.0,56.0,17.0,2.6,7.0
Virginia,Spotsylvania,South,77.9,7823.0,9.0,9.0,68.0,15.0,3.0,8.0
Virginia,Stafford,South,79.3,5976.0,7.0,7.0,73.0,15.0,2.9,6.0
Virginia,Surry,South,75.6,9578.0,20.0,11.0,64.0,20.0,2.7,7.0
Virginia,Sussex,South,72.2,11727.0,28.0,11.0,46.0,22.0,4.1,8.0
Virginia,Tazewell,South,70.5,15250.0,27.0,17.0,50.0,20.0,4.0,8.0
Virginia,Warren,South,74.7,9847.0,10.0,13.0,56.0,19.0,2.9,9.0
Virginia,Washington,South,74.3,11010.0,16.0,15.0,63.0,18.0,2.9,7.0
Virginia,Westmoreland,South,75.3,10259.0,21.0,13.0,47.0,22.0,3.3,10.0
Virginia,Wise,South,70.8,13685.0,20.0,19.0,55.0,22.0,4.2,8.0
Virginia,Wythe,South,72.6,12205.0,19.0,16.0,57.0,16.0,3.0,7.0
Virginia,York,South,80.9,5166.0,7.0,9.0,84.0,13.0,2.7,6.0
Virginia,Alexandria City,South,82.2,4702.0,13.0,10.0,86.0,12.0,2.3,8.0
Virginia,Bristol City,South,71.7,12793.0,31.0,17.0,58.0,21.0,3.7,8.0
Virginia,Buena Vista City,South,71.2,13636.0,18.0,18.0,59.0,23.0,2.7,7.0
Virginia,Charlottesville City,South,78.3,6526.0,18.0,14.0,83.0,19.0,2.4,8.0
Virginia,Chesapeake City,South,76.9,7791.0,12.0,9.0,73.0,16.0,2.9,7.0
Virginia,Colonial Heights City,South,71.8,13353.0,15.0,12.0,66.0,17.0,3.1,7.0
Virginia,Covington City,South,69.1,15933.0,25.0,14.0,35.0,19.0,4.1,7.0
Virginia,Danville City,South,68.3,17833.0,29.0,17.0,47.0,27.0,4.6,8.0
Virginia,Emporia City,South,66.8,21098.0,33.0,14.0,45.0,28.0,4.6,8.0
Virginia,Fairfax City,South,76.1,7714.0,7.0,10.0,82.0,15.0,2.4,9.0
Virginia,Falls Church City,South,78.3,6199.0,4.0,8.0,93.0,10.0,2.3,4.0
Virginia,Franklin City,South,66.6,19349.0,31.0,14.0,61.0,23.0,3.8,7.0
Virginia,Fredericksburg City,South,74.6,10345.0,19.0,15.0,71.0,19.0,3.4,9.0
Virginia,Galax City,South,66.4,19228.0,29.0,16.0,59.0,25.0,3.9,10.0
Virginia,Hampton City,South,74.6,10727.0,19.0,11.0,69.0,18.0,3.7,6.0
Virginia,Harrisonburg City,South,78.2,5914.0,17.0,16.0,63.0,22.0,3.5,13.0
Virginia,Hopewell City,South,67.3,19635.0,33.0,15.0,60.0,27.0,4.4,7.0
Virginia,Lexington City,South,78.7,5114.0,11.0,15.0,86.0,15.0,4.4,4.0
Virginia,Lynchburg City,South,73.4,11251.0,23.0,14.0,71.0,17.0,4.2,7.0
Virginia,Manassas City,South,76.7,8307.0,19.0,8.0,56.0,17.0,2.5,14.0
Virginia,Manassas Park City,South,88.9,,14.0,9.0,46.0,21.0,2.6,14.0
Virginia,Martinsville City,South,65.8,19661.0,30.0,17.0,56.0,25.0,4.7,8.0
Virginia,Newport News City,South,74.2,10686.0,23.0,12.0,68.0,19.0,3.4,7.0
Virginia,Norfolk City,South,73.3,11579.0,25.0,13.0,70.0,19.0,3.4,8.0
Virginia,Norton City,South,65.0,21701.0,30.0,22.0,66.0,23.0,4.1,6.0
Virginia,Petersburg City,South,64.3,24086.0,32.0,15.0,55.0,24.0,5.4,8.0
Virginia,Poquoson City,South,78.2,7082.0,7.0,9.0,75.0,12.0,2.5,5.0
Virginia,Portsmouth City,South,70.5,15223.0,25.0,12.0,63.0,21.0,3.7,7.0
Virginia,Radford City,South,74.8,8739.0,18.0,17.0,83.0,19.0,3.6,6.0
Virginia,Richmond City,South,74.4,12130.0,28.0,14.0,74.0,21.0,3.5,9.0
Virginia,Roanoke City,South,70.2,15725.0,26.0,14.0,60.0,22.0,3.2,9.0
Virginia,Salem City,South,73.2,10541.0,13.0,12.0,70.0,15.0,2.9,6.0
Virginia,Staunton City,South,74.9,8560.0,17.0,13.0,67.0,18.0,2.6,7.0
Virginia,Suffolk City,South,75.4,9290.0,15.0,9.0,73.0,17.0,3.1,6.0
Virginia,Virginia Beach City,South,78.7,6864.0,11.0,10.0,76.0,14.0,2.8,7.0
Virginia,Waynesboro City,South,73.6,11090.0,19.0,15.0,58.0,19.0,2.9,9.0
Virginia,Williamsburg City,South,78.6,7519.0,21.0,12.0,74.0,17.0,4.0,8.0
Virginia,Winchester City,South,74.2,11478.0,22.0,16.0,57.0,19.0,2.8,11.0
Washington,Adams,West,77.0,8361.0,20.0,16.0,38.0,25.0,4.6,13.0
Washington,Asotin,West,76.7,9610.0,19.0,15.0,60.0,18.0,3.4,7.0
Washington,Benton,West,77.8,7204.0,13.0,12.0,65.0,17.0,4.5,8.0
Washington,Chelan,West,79.3,6380.0,13.0,13.0,63.0,18.0,4.3,13.0
Washington,Clallam,West,77.3,8715.0,16.0,14.0,62.0,16.0,5.2,9.0
Washington,Clark,West,78.6,6422.0,8.0,11.0,68.0,14.0,4.3,7.0
Washington,Columbia,West,76.6,9105.0,19.0,14.0,65.0,18.0,4.4,8.0
Washington,Cowlitz,West,75.1,9701.0,17.0,14.0,57.0,19.0,5.1,7.0
Washington,Douglas,West,80.7,5504.0,15.0,13.0,52.0,19.0,4.7,13.0
Washington,Ferry,West,73.5,13026.0,29.0,19.0,55.0,21.0,8.4,9.0
Washington,Franklin,West,78.9,6307.0,15.0,13.0,51.0,24.0,5.7,13.0
Washington,Garfield,West,77.0,,18.0,15.0,57.0,16.0,5.5,7.0
Washington,Grant,West,76.9,8460.0,18.0,15.0,51.0,22.0,5.2,13.0
Washington,Grays Harbor,West,74.6,10513.0,19.0,16.0,48.0,19.0,6.3,10.0
Washington,Island,West,80.8,5965.0,10.0,11.0,70.0,13.0,4.3,7.0
Washington,Jefferson,West,80.1,8180.0,17.0,14.0,67.0,14.0,5.0,8.0
Washington,King,West,81.1,5529.0,10.0,10.0,83.0,12.0,3.4,6.0
Washington,Kitsap,West,79.5,6099.0,10.0,11.0,73.0,13.0,4.1,7.0
Washington,Kittitas,West,79.8,5849.0,13.0,13.0,68.0,16.0,5.1,8.0
Washington,Klickitat,West,79.4,7486.0,17.0,14.0,57.0,19.0,5.1,10.0
Washington,Lewis,West,75.6,9177.0,17.0,14.0,58.0,19.0,5.4,9.0
Washington,Lincoln,West,79.4,7269.0,14.0,14.0,64.0,19.0,4.9,8.0
Washington,Mason,West,76.6,9816.0,18.0,14.0,52.0,17.0,5.5,10.0
Washington,Okanogan,West,76.1,9893.0,22.0,17.0,49.0,22.0,5.5,16.0
Washington,Pacific,West,76.1,10076.0,18.0,16.0,57.0,19.0,6.0,10.0
Washington,Pend Oreille,West,72.9,13768.0,22.0,15.0,57.0,17.0,6.0,8.0
Washington,Pierce,West,77.4,7855.0,11.0,11.0,67.0,17.0,4.7,7.0
Washington,San Juan,West,87.4,3315.0,14.0,11.0,71.0,14.0,3.4,10.0
Washington,Skagit,West,78.5,6898.0,13.0,13.0,62.0,15.0,4.6,9.0
Washington,Skamania,West,82.5,5866.0,16.0,11.0,62.0,16.0,4.8,7.0
Washington,Snohomish,West,79.3,6059.0,10.0,10.0,73.0,15.0,3.5,7.0
Washington,Spokane,West,76.9,8070.0,13.0,13.0,69.0,16.0,4.2,6.0
Washington,Stevens,West,76.9,9095.0,18.0,15.0,57.0,17.0,6.0,8.0
Washington,Thurston,West,78.3,7249.0,10.0,12.0,73.0,14.0,4.1,7.0
Washington,Wahkiakum,West,79.6,,20.0,15.0,59.0,17.0,6.4,9.0
Washington,Walla Walla,West,77.7,7867.0,17.0,13.0,65.0,18.0,4.2,9.0
Washington,Whatcom,West,79.6,6159.0,12.0,13.0,74.0,15.0,4.3,8.0
Washington,Whitman,West,78.1,5805.0,15.0,14.0,86.0,19.0,4.0,7.0
Washington,Yakima,West,75.0,10201.0,21.0,15.0,49.0,26.0,5.8,14.0
West Virginia,Barbour,South,72.0,12789.0,25.0,16.0,33.0,26.0,4.8,8.0
West Virginia,Berkeley,South,73.3,11451.0,14.0,10.0,59.0,19.0,3.4,7.0
West Virginia,Boone,South,68.9,17744.0,25.0,15.0,51.0,27.0,4.2,7.0
West Virginia,Braxton,South,73.5,12079.0,24.0,16.0,32.0,27.0,5.1,8.0
West Virginia,Brooke,South,73.1,11823.0,18.0,13.0,61.0,22.0,5.0,6.0
West Virginia,Cabell,South,69.5,17385.0,24.0,15.0,68.0,25.0,3.7,8.0
West Virginia,Calhoun,South,71.5,14164.0,25.0,24.0,34.0,29.0,7.2,8.0
West Virginia,Clay,South,69.3,16180.0,31.0,19.0,39.0,28.0,5.8,7.0
West Virginia,Doddridge,South,76.8,9796.0,20.0,12.0,37.0,24.0,3.2,8.0
West Virginia,Fayette,South,69.8,15973.0,22.0,17.0,54.0,28.0,4.4,8.0
West Virginia,Gilmer,South,75.2,8058.0,24.0,12.0,41.0,24.0,5.3,9.0
West Virginia,Grant,South,74.3,11644.0,21.0,12.0,58.0,26.0,3.8,9.0
West Virginia,Greenbrier,South,71.4,14045.0,22.0,15.0,56.0,24.0,3.7,9.0
West Virginia,Hampshire,South,74.4,11950.0,19.0,15.0,45.0,25.0,2.8,8.0
West Virginia,Hancock,South,72.6,12479.0,17.0,14.0,59.0,24.0,5.8,7.0
West Virginia,Hardy,South,72.7,13700.0,16.0,14.0,41.0,27.0,4.3,8.0
West Virginia,Harrison,South,73.1,11897.0,16.0,13.0,58.0,22.0,3.3,8.0
West Virginia,Jackson,South,73.2,11780.0,20.0,16.0,63.0,21.0,4.2,7.0
West Virginia,Jefferson,South,75.9,9062.0,10.0,9.0,70.0,19.0,2.7,6.0
West Virginia,Kanawha,South,71.0,14979.0,19.0,14.0,61.0,22.0,3.6,8.0
West Virginia,Lewis,South,70.3,14632.0,20.0,15.0,52.0,25.0,4.6,7.0
West Virginia,Lincoln,South,68.7,17817.0,23.0,17.0,44.0,30.0,4.9,7.0
West Virginia,Logan,South,66.2,22020.0,23.0,19.0,42.0,29.0,4.2,8.0
West Virginia,McDowell,South,65.1,24029.0,37.0,22.0,24.0,34.0,6.4,10.0
West Virginia,Marion,South,73.5,11153.0,20.0,14.0,64.0,22.0,4.0,7.0
West Virginia,Marshall,South,74.3,10486.0,19.0,14.0,57.0,22.0,5.0,6.0
West Virginia,Mason,South,71.1,15004.0,23.0,14.0,54.0,24.0,4.6,6.0
West Virginia,Mercer,South,68.7,18112.0,26.0,16.0,57.0,22.0,4.4,8.0
West Virginia,Mineral,South,73.6,10866.0,17.0,12.0,54.0,22.0,4.1,5.0
West Virginia,Mingo,South,65.8,22437.0,31.0,22.0,37.0,30.0,5.3,10.0
West Virginia,Monongalia,South,77.6,7459.0,13.0,13.0,76.0,21.0,3.1,6.0
West Virginia,Monroe,South,72.2,14123.0,21.0,14.0,37.0,24.0,3.0,8.0
West Virginia,Morgan,South,73.1,13254.0,16.0,11.0,46.0,21.0,3.1,8.0
West Virginia,Nicholas,South,71.7,14497.0,23.0,15.0,54.0,23.0,4.6,8.0
West Virginia,Ohio,South,73.2,11927.0,17.0,13.0,65.0,19.0,3.8,7.0
West Virginia,Pendleton,South,74.7,10533.0,21.0,13.0,44.0,24.0,2.6,9.0
West Virginia,Pleasants,South,74.8,8033.0,17.0,12.0,48.0,23.0,5.4,6.0
West Virginia,Pocahontas,South,72.2,15349.0,25.0,16.0,30.0,28.0,4.5,10.0
West Virginia,Preston,South,74.0,11315.0,22.0,13.0,45.0,25.0,3.9,8.0
West Virginia,Putnam,South,75.4,9065.0,12.0,10.0,67.0,18.0,3.3,6.0
West Virginia,Raleigh,South,69.5,16996.0,21.0,17.0,54.0,26.0,3.7,8.0
West Virginia,Randolph,South,74.3,10398.0,25.0,14.0,42.0,23.0,4.8,7.0
West Virginia,Ritchie,South,73.3,12150.0,25.0,17.0,43.0,29.0,4.3,9.0
West Virginia,Roane,South,72.7,12745.0,26.0,18.0,41.0,30.0,6.0,9.0
West Virginia,Summers,South,69.4,18193.0,29.0,18.0,40.0,26.0,3.9,8.0
West Virginia,Taylor,South,73.6,10943.0,18.0,14.0,45.0,27.0,3.7,7.0
